Time,Object,Action,Details,User,Name
6/15/2018 10:29,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/15/2018 10:29,Detector Measurement v5,Voltage=2208.700000 AreaPerIon=225.157639,,kiosk_validation,
6/15/2018 10:28,Detector Measurement v5,Setting detector voltage to 2208.700000,,kiosk_validation,
6/15/2018 10:27,Detector Measurement v5,Setting detector voltage to 2058.700000,,kiosk_validation,
6/15/2018 10:27,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/15/2018 10:27,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/15/2018 10:27,Detector Measurement v5,Voltage=2208.700000 AreaPerIon=225.486008,,kiosk_validation,
6/15/2018 10:25,Detector Measurement v5,Setting detector voltage to 2208.700000,,kiosk_validation,
6/15/2018 10:25,Detector Measurement v5,Setting detector voltage to 2058.700000,,kiosk_validation,
6/15/2018 10:25,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/15/2018 10:24,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/15/2018 10:24,Detector Measurement v5,Voltage=2208.700000 AreaPerIon=227.035893,,kiosk_validation,
6/15/2018 10:23,Detector Measurement v5,Setting detector voltage to 2208.700000,,kiosk_validation,
6/15/2018 10:23,Detector Measurement v5,Setting detector voltage to 2058.700000,,kiosk_validation,
6/15/2018 10:23,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/15/2018 7:06,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/15/2018 7:06,Detector Measurement v5,Voltage=2208.700000 AreaPerIon=216.924671,,kiosk_validation,
6/15/2018 7:05,Detector Measurement v5,Setting detector voltage to 2208.700000,,kiosk_validation,
6/15/2018 7:04,Gas valve manager,Opening tune compound valve,,kiosk_validation,
6/15/2018 7:04,Tune compound valve schedule,Setting tune compound valve state to Open,,kiosk_validation,
6/15/2018 7:04,Filament schedule,Turning filament on,,kiosk_validation,
6/15/2018 7:04,Detector Measurement v5,Setting detector voltage to 2058.700000,,kiosk_validation,
6/15/2018 7:04,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/15/2018 7:04,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
