Time,Object,Action,Details,User,Name
6/14/2018 11:25,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=261.869385,,kiosk_validation,
6/14/2018 11:24,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 11:24,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 11:24,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 7:59,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 7:59,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=258.158820,,kiosk_validation,
6/14/2018 7:58,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 7:58,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 7:58,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 7:57,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 7:57,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=259.329741,,kiosk_validation,
6/14/2018 7:56,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 7:56,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 7:56,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 7:55,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 7:55,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=260.893837,,kiosk_validation,
6/14/2018 7:54,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 7:54,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 7:54,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 4:29,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 4:29,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=267.416463,,kiosk_validation,
6/14/2018 4:28,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 4:28,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 4:28,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 4:27,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 4:27,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=264.222222,,kiosk_validation,
6/14/2018 4:26,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 4:26,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 4:26,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 4:25,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 4:25,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=260.528040,,kiosk_validation,
6/14/2018 4:24,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 4:23,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 4:23,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 0:59,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 0:59,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=276.168875,,kiosk_validation,
6/14/2018 0:58,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 0:57,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 0:57,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 0:57,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 0:57,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=272.474461,,kiosk_validation,
6/14/2018 0:55,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 0:55,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 0:55,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/14/2018 0:54,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/14/2018 0:54,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=272.401688,,kiosk_validation,
6/14/2018 0:53,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/14/2018 0:53,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/14/2018 0:53,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 21:28,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 21:28,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=270.774461,,kiosk_validation,
6/13/2018 21:27,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 21:27,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 21:27,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 21:26,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 21:26,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=268.695086,,kiosk_validation,
6/13/2018 21:25,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 21:25,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 21:25,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 21:24,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 21:24,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=266.573320,,kiosk_validation,
6/13/2018 21:23,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 21:23,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 21:23,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 17:57,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 17:57,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=274.413926,,kiosk_validation,
6/13/2018 17:56,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 17:56,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 17:56,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 17:55,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 17:55,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=272.274467,,kiosk_validation,
6/13/2018 17:54,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 17:54,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 17:54,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 17:53,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 17:53,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=271.728213,,kiosk_validation,
6/13/2018 17:52,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 17:51,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 17:51,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 13:45,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 13:45,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=285.898160,,kiosk_validation,
6/13/2018 13:44,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 13:44,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 13:44,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 13:43,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 13:43,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=283.051732,,kiosk_validation,
6/13/2018 13:42,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 13:42,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 13:42,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 13:41,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 13:41,Detector Measurement v5,Voltage=2164.500000 AreaPerIon=287.565233,,kiosk_validation,
6/13/2018 13:40,Detector Measurement v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 13:40,Detector Measurement v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 13:40,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 13:37,Gain Optimization v5,Gain Optimization v5 completed successfully,,kiosk_validation,
6/13/2018 13:37,Gain Optimization v5,Voltage=2164.500000 AreaPerIon=288.788754,,kiosk_validation,
6/13/2018 13:36,Gain Optimization v5,Setting detector voltage to 2164.500000,,kiosk_validation,
6/13/2018 13:36,Gain Optimization v5,Voltage=2014.500000 AreaPerIon=109.158811,,kiosk_validation,
6/13/2018 13:34,Gain Optimization v5,Setting detector voltage to 2014.500000,,kiosk_validation,
6/13/2018 13:34,Gain Optimization v5,Voltage adjustment required.  TargetAreaPerIon=110.000000 AreaPerIon=126.121735,,kiosk_validation,
6/13/2018 13:34,Gain Optimization v5,Voltage=2027.000000 AreaPerIon=126.121735,,kiosk_validation,
6/13/2018 13:33,Gain Optimization v5,Setting detector voltage to 2027.000000,,kiosk_validation,
6/13/2018 13:33,Gain Optimization v5,Gain Optimization v5 starting. Target AreaPerIon is 110.000000,,kiosk_validation,
6/13/2018 3:06,Gain Optimization v5,Gain Optimization v5 completed successfully,,kiosk_validation,
6/13/2018 3:06,Gain Optimization v5,Voltage=2177.000000 AreaPerIon=233.749165,,kiosk_validation,
6/13/2018 3:05,Gain Optimization v5,Setting detector voltage to 2177.000000,,kiosk_validation,
6/13/2018 3:05,Gain Optimization v5,Voltage=2027.000000 AreaPerIon=110.322999,,kiosk_validation,
6/13/2018 3:04,Gain Optimization v5,Setting detector voltage to 2027.000000,,kiosk_validation,
6/13/2018 3:04,Gain Optimization v5,Voltage=2023.500000 AreaPerIon=108.039656,,kiosk_validation,
6/13/2018 3:03,Gain Optimization v5,Setting detector voltage to 2023.500000,,kiosk_validation,
6/13/2018 3:03,Gain Optimization v5,Voltage adjustment required.  TargetAreaPerIon=110.000000 AreaPerIon=101.227383,,kiosk_validation,
6/13/2018 3:03,Gain Optimization v5,Voltage=2011.000000 AreaPerIon=101.227383,,kiosk_validation,
6/13/2018 3:01,Gain Optimization v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/13/2018 3:01,Gain Optimization v5,Gain Optimization v5 starting. Target AreaPerIon is 110.000000,,kiosk_validation,
6/13/2018 3:01,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 3:01,Detector Measurement v5,Voltage=2161.000000 AreaPerIon=213.547500,,kiosk_validation,
6/13/2018 3:00,Detector Measurement v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/13/2018 2:59,Detector Measurement v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/13/2018 2:59,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 2:59,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 2:59,Detector Measurement v5,Voltage=2161.000000 AreaPerIon=214.583357,,kiosk_validation,
6/13/2018 2:57,Detector Measurement v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/13/2018 2:57,Detector Measurement v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/13/2018 2:57,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/13/2018 2:57,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/13/2018 2:57,Detector Measurement v5,Voltage=2161.000000 AreaPerIon=216.607423,,kiosk_validation,
6/13/2018 2:55,Detector Measurement v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/13/2018 2:55,Detector Measurement v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/13/2018 2:55,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/12/2018 9:45,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/12/2018 9:45,Detector Measurement v5,Voltage=2161.000000 AreaPerIon=223.152883,,kiosk_validation,
6/12/2018 9:44,Detector Measurement v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/12/2018 9:44,Detector Measurement v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/12/2018 9:44,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/12/2018 9:43,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/12/2018 9:43,Detector Measurement v5,Voltage=2161.000000 AreaPerIon=228.000304,,kiosk_validation,
6/12/2018 9:42,Detector Measurement v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/12/2018 9:42,Detector Measurement v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/12/2018 9:42,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/12/2018 9:41,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/12/2018 9:41,Detector Measurement v5,Voltage=2161.000000 AreaPerIon=228.194539,,kiosk_validation,
6/12/2018 9:40,Detector Measurement v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/12/2018 9:39,Detector Measurement v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/12/2018 9:39,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/12/2018 9:36,Gain Optimization v5,Gain Optimization v5 completed successfully,,kiosk_validation,
6/12/2018 9:36,Gain Optimization v5,Voltage=2161.000000 AreaPerIon=230.556938,,kiosk_validation,
6/12/2018 9:35,Gain Optimization v5,Setting detector voltage to 2161.000000,,kiosk_validation,
6/12/2018 9:35,Gain Optimization v5,"At present voltage, area per ion is within tolerance of target. No change necessary.",,kiosk_validation,
6/12/2018 9:35,Gain Optimization v5,Voltage=2011.000000 AreaPerIon=106.549990,,kiosk_validation,
6/12/2018 9:34,Gain Optimization v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/12/2018 9:34,Gain Optimization v5,Gain Optimization v5 starting. Target AreaPerIon is 110.000000,,kiosk_validation,
6/12/2018 8:43,Gain Optimization v5,Gain Optimization v5 completed successfully,,kiosk_validation,
6/12/2018 8:43,Gain Optimization v5,Voltage=2011.000000 AreaPerIon=110.555737,,kiosk_validation,
6/12/2018 8:41,Gain Optimization v5,Voltage=2011.000000 AreaPerIon=111.595466,,kiosk_validation,
6/12/2018 8:40,Gain Optimization v5,Setting detector voltage to 2011.000000,,kiosk_validation,
6/12/2018 8:40,Gain Optimization v5,Voltage=2006.200000 AreaPerIon=106.132322,,kiosk_validation,
6/12/2018 8:39,Gain Optimization v5,Setting detector voltage to 2006.200000,,kiosk_validation,
6/12/2018 8:39,Gain Optimization v5,Voltage adjustment required.  TargetAreaPerIon=110.000000 AreaPerIon=116.525843,,kiosk_validation,
6/12/2018 8:39,Gain Optimization v5,Voltage=2018.700000 AreaPerIon=116.525843,,kiosk_validation,
6/12/2018 8:38,Gain Optimization v5,Setting detector voltage to 2018.700000,,kiosk_validation,
6/12/2018 8:38,Gain Optimization v5,Gain Optimization v5 starting. Target AreaPerIon is 110.000000,,kiosk_validation,
6/12/2018 5:12,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/12/2018 5:12,Detector Measurement v5,Voltage=2018.700000 AreaPerIon=118.753422,,kiosk_validation,
6/12/2018 5:11,Detector Measurement v5,Setting detector voltage to 2018.700000,,kiosk_validation,
6/12/2018 5:11,Detector Measurement v5,Detector Measurement v5 starting.,,kiosk_validation,
6/12/2018 5:10,Detector Measurement v5,Detector Measurement v5 completed successfully,,kiosk_validation,
6/12/2018 5:10,Detector Measurement v5,Voltage=2018.700000 AreaPerIon=119.030821,,kiosk_validation,
6/12/2018 5:09,Detector Measurement v5,Setting detector voltage to 2018.700000,,kiosk_validation,
